index,airline,date_of_journey,Source,destination,route,dep_time,Arrival_time,Duration,Total_stops
12604,Star Air,2024-10-16,Goa,Patna,GOA-HYD-COC-PAT,16:22,17:52,13h 15min,2 stops
12605,GoAir,2024-01-26,Bhubaneswar,Varanasi,BHU-GUW-COC-DEL-VAR,21:26,05:53,11h 30min,3 stops
12606,IndiGo,2019-09-17,Bangalore,Varanasi,BAN-PAT-VAR,06:37,16:49,14h 30min,1 stop
12607,Star Air,2020-06-22,Hyderabad,Kolkata,HYD-JAI-KOL,11:34,04:28,15h 0min,1 stop
12608,SpiceJet,2022-05-20,Lucknow,Patna,LUC-BAN-PAT,16:55,05:11,4h 15min,1 stop
12609,IndiGo,2025-08-09,Hyderabad,Cochin,HYD-GOA-COC,14:12,17:17,11h 15min,1 stop
12610,AirAsia India,2024-07-28,Mumbai,Raipur,MUM-RAI,10:48,07:47,14h 45min,non-stop
12611,AirAsia India,2020-02-13,Jaipur,Kolkata,JAI-NAG-KOL,16:55,03:37,11h 45min,1 stop
12612,Alliance Air,2020-04-06,Bangalore,Kolkata,BAN-GUW-CHE-KOL,08:26,04:46,9h 45min,2 stops
12613,Alliance Air,2019-09-22,Cochin,Bhubaneswar,COC-RAI-PAT-BHU,05:51,18:51,3h 15min,2 stops
12614,GoAir,2025-10-16,Cochin,Patna,COC-PUN-LUC-GOA-PAT,05:52,12:07,1h 0min,3 stops
12615,Star Air,2023-07-27,Bangalore,Cochin,BAN-JAI-GOA-VAR-COC,05:09,12:59,6h 45min,3 stops
12616,TruJet,2020-04-01,Kolkata,Ahmedabad,KOL-MUM-GOA-COC-AHM,11:17,04:31,5h 30min,3 stops
12617,AirAsia India,2019-11-10,Chennai,Jaipur,CHE-JAI,22:53,01:53,4h 45min,non-stop
12618,Alliance Air,2025-05-22,Jaipur,Cochin,JAI-HYD-LUC-COC,12:59,00:16,15h 0min,2 stops
12619,IndiGo,2023-12-26,Guwahati,Patna,GUW-BAN-SUR-AHM-PAT,23:23,02:14,12h 45min,3 stops
12620,IndiGo,2021-07-22,Nagpur,Cochin,NAG-GUW-SUR-BAN-COC,23:43,17:16,8h 30min,3 stops
12621,TruJet,2024-09-17,Indore,Jaipur,IND-PAT-JAI,10:45,01:26,4h 15min,1 stop
12622,Star Air,2022-08-25,Chennai,Indore,CHE-IND,22:22,00:00,6h 0min,non-stop
12623,Alliance Air,2024-04-18,Mumbai,Delhi,MUM-GOA-HYD-DEL,13:08,01:55,14h 30min,2 stops
12624,Akasa Air,2024-11-25,Hyderabad,Delhi,HYD-VAR-SUR-KOL-DEL,01:59,01:54,6h 15min,3 stops
12625,Star Air,2019-09-09,Kolkata,Varanasi,KOL-JAI-NAG-VAR,08:32,16:56,12h 45min,2 stops
12626,GoAir,2019-10-14,Delhi,Hyderabad,DEL-KOL-AHM-PAT-HYD,14:39,15:32,3h 45min,3 stops
12627,AirAsia India,2021-10-04,Bangalore,Ahmedabad,BAN-DEL-PUN-GUW-AHM,19:33,19:35,8h 30min,3 stops
12628,SpiceJet,2020-04-07,Bhubaneswar,Mumbai,BHU-MUM,04:53,01:56,10h 0min,non-stop
12629,Vistara,2021-03-22,Kolkata,Bangalore,KOL-BAN,04:13,02:31,4h 15min,non-stop
12630,IndiGo,2023-05-07,Goa,Mumbai,GOA-MUM,01:39,22:03,14h 0min,non-stop
12631,AirAsia India,2022-01-24,Indore,Chennai,IND-CHE,09:37,13:57,14h 15min,non-stop
12632,Air India,2021-08-20,Surat,Indore,SUR-LUC-DEL-IND,04:59,08:56,2h 30min,2 stops
12633,SpiceJet,2020-12-03,Goa,Kolkata,GOA-CHE-COC-KOL,15:09,09:40,10h 30min,2 stops
12634,IndiGo,2020-03-20,Kolkata,Jaipur,KOL-PAT-JAI,23:13,07:04,13h 0min,1 stop
12635,Akasa Air,2022-09-15,Varanasi,Bhubaneswar,VAR-BHU,21:32,06:36,4h 15min,non-stop
12636,Star Air,2019-05-14,Cochin,Surat,COC-GUW-PAT-SUR,08:47,23:28,14h 30min,2 stops
12637,AirAsia India,2023-02-19,Lucknow,Delhi,LUC-PAT-DEL,08:19,12:57,12h 45min,1 stop
12638,GoAir,2025-02-07,Kolkata,Cochin,KOL-IND-DEL-COC,12:46,15:57,5h 15min,2 stops
12639,IndiGo,2024-01-25,Mumbai,Nagpur,MUM-GOA-PAT-BHU-NAG,00:51,07:42,5h 0min,3 stops
12640,Akasa Air,2020-06-09,Jaipur,Cochin,JAI-DEL-MUM-GUW-COC,20:58,23:00,11h 30min,3 stops
12641,GoAir,2021-09-16,Nagpur,Chennai,NAG-BHU-CHE,00:03,01:55,13h 30min,1 stop
12642,Akasa Air,2019-04-20,Raipur,Patna,RAI-PAT,11:14,07:08,1h 45min,non-stop
12643,Star Air,2019-06-27,Kolkata,Indore,KOL-NAG-IND,05:41,06:19,7h 0min,1 stop
12644,AirAsia India,2019-08-24,Patna,Chennai,PAT-KOL-BHU-CHE,22:09,01:44,9h 45min,2 stops
12645,TruJet,2023-11-05,Ahmedabad,Kolkata,AHM-KOL,15:12,09:19,8h 45min,non-stop
12646,SpiceJet,2023-03-25,Bhubaneswar,Patna,BHU-PAT,11:39,04:51,8h 0min,non-stop
12647,GoAir,2020-04-03,Mumbai,Indore,MUM-BAN-SUR-AHM-IND,19:53,18:43,1h 30min,3 stops
12648,Akasa Air,2023-02-10,Pune,Raipur,PUN-DEL-RAI,11:13,22:33,6h 0min,1 stop
12649,TruJet,2020-04-11,Patna,Surat,PAT-GUW-SUR,00:57,14:20,13h 30min,1 stop
12650,Vistara,2019-11-28,Cochin,Ahmedabad,COC-NAG-IND-HYD-AHM,00:27,19:33,11h 45min,3 stops
12651,Air India,2019-05-02,Bangalore,Nagpur,BAN-GUW-PAT-VAR-NAG,21:52,02:30,14h 45min,3 stops
12652,AirAsia India,2019-09-03,Jaipur,Hyderabad,JAI-GOA-PUN-HYD,03:06,19:30,3h 0min,2 stops
12653,AirAsia India,2025-09-21,Indore,Varanasi,IND-COC-DEL-VAR,17:14,11:41,7h 15min,2 stops
12654,Alliance Air,2022-06-16,Indore,Goa,IND-VAR-RAI-COC-GOA,00:56,20:43,14h 45min,3 stops
12655,IndiGo,2025-06-28,Ahmedabad,Goa,AHM-BHU-GOA,16:29,09:59,2h 15min,1 stop
12656,SpiceJet,2025-03-24,Ahmedabad,Cochin,AHM-COC,16:37,04:29,10h 30min,non-stop
12657,GoAir,2022-10-09,Lucknow,Indore,LUC-RAI-BHU-GOA-IND,13:36,23:36,4h 30min,3 stops
12658,Akasa Air,2023-03-07,Nagpur,Guwahati,NAG-LUC-GUW,10:50,04:43,10h 30min,1 stop
12659,TruJet,2021-11-24,Lucknow,Varanasi,LUC-VAR,16:09,18:56,11h 45min,non-stop
12660,Akasa Air,2019-11-01,Bangalore,Varanasi,BAN-SUR-VAR,13:09,16:28,8h 30min,1 stop
12661,AirAsia India,2025-03-10,Goa,Mumbai,GOA-AHM-PUN-CHE-MUM,23:43,19:02,3h 45min,3 stops
12662,AirAsia India,2023-07-06,Raipur,Bangalore,RAI-IND-PUN-BAN,21:35,15:16,9h 0min,2 stops
12663,IndiGo,2025-09-01,Delhi,Hyderabad,DEL-PUN-HYD,00:39,22:18,10h 30min,1 stop
12664,Akasa Air,2023-05-06,Kolkata,Chennai,KOL-JAI-MUM-CHE,21:29,08:52,8h 30min,2 stops
12665,AirAsia India,2020-07-10,Surat,Bangalore,SUR-COC-BAN,23:37,16:22,11h 30min,1 stop
12666,TruJet,2021-07-10,Lucknow,Hyderabad,LUC-HYD,07:18,00:22,6h 30min,non-stop
12667,GoAir,2024-06-14,Indore,Varanasi,IND-VAR,09:40,22:54,3h 45min,non-stop
12668,Vistara,2021-10-04,Delhi,Lucknow,DEL-VAR-RAI-LUC,22:45,22:18,6h 45min,2 stops
12669,Vistara,2020-11-22,Surat,Delhi,SUR-BAN-KOL-RAI-DEL,06:32,21:55,15h 45min,3 stops
12670,Vistara,2022-05-19,Hyderabad,Varanasi,HYD-GUW-SUR-VAR,21:38,07:14,6h 15min,2 stops
12671,Air India,2024-05-06,Pune,Nagpur,PUN-RAI-GUW-NAG,05:14,02:56,1h 15min,2 stops
12672,Akasa Air,2023-03-05,Bhubaneswar,Jaipur,BHU-GUW-PUN-JAI,02:37,07:13,10h 45min,2 stops
12673,TruJet,2023-12-06,Indore,Lucknow,IND-LUC,17:41,13:05,11h 15min,non-stop
12674,Alliance Air,2019-08-01,Goa,Guwahati,GOA-GUW,07:34,20:33,10h 0min,non-stop
12675,IndiGo,2025-10-22,Bangalore,Varanasi,BAN-VAR,00:53,21:21,15h 45min,non-stop
12676,IndiGo,2024-07-27,Surat,Hyderabad,SUR-AHM-HYD,04:36,16:04,7h 30min,1 stop
12677,Vistara,2023-09-09,Nagpur,Ahmedabad,NAG-AHM,01:09,10:29,13h 45min,non-stop
12678,TruJet,2022-05-06,Surat,Kolkata,SUR-AHM-BHU-COC-KOL,11:01,23:48,6h 0min,3 stops
12679,Alliance Air,2021-06-22,Varanasi,Guwahati,VAR-NAG-LUC-GUW,22:13,03:57,1h 30min,2 stops
12680,Air India,2023-06-21,Lucknow,Patna,LUC-PUN-PAT,21:29,05:56,2h 30min,1 stop
12681,Vistara,2025-11-01,Delhi,Surat,DEL-GOA-KOL-SUR,18:21,17:19,6h 30min,2 stops
12682,Vistara,2024-12-25,Pune,Ahmedabad,PUN-BAN-DEL-PAT-AHM,10:19,14:33,7h 45min,3 stops
12683,GoAir,2020-10-05,Chennai,Delhi,CHE-DEL,06:19,08:04,9h 15min,non-stop
12684,SpiceJet,2022-09-23,Hyderabad,Ahmedabad,HYD-AHM,09:47,02:14,14h 45min,non-stop
12685,SpiceJet,2021-08-04,Guwahati,Nagpur,GUW-NAG,20:20,08:44,14h 0min,non-stop
12686,Alliance Air,2020-03-02,Guwahati,Cochin,GUW-CHE-IND-NAG-COC,09:12,11:34,15h 30min,3 stops
12687,Vistara,2023-11-11,Patna,Nagpur,PAT-NAG,23:20,15:54,12h 15min,non-stop
12688,Vistara,2021-08-20,Raipur,Lucknow,RAI-LUC,23:41,09:04,14h 15min,non-stop
12689,GoAir,2025-03-08,Raipur,Kolkata,RAI-BHU-CHE-KOL,05:33,21:40,10h 0min,2 stops
12690,Star Air,2022-05-25,Hyderabad,Kolkata,HYD-KOL,22:41,10:24,14h 0min,non-stop
12691,Vistara,2023-09-14,Goa,Ahmedabad,GOA-AHM,01:55,17:23,5h 30min,non-stop
12692,Alliance Air,2024-10-20,Hyderabad,Kolkata,HYD-RAI-KOL,18:49,03:51,14h 0min,1 stop
12693,GoAir,2020-02-10,Bangalore,Chennai,BAN-CHE,10:41,14:48,7h 15min,non-stop
12694,IndiGo,2025-10-26,Kolkata,Hyderabad,KOL-NAG-VAR-HYD,06:16,10:18,15h 45min,2 stops
12695,TruJet,2022-01-25,Guwahati,Cochin,GUW-CHE-KOL-COC,12:45,16:41,13h 15min,2 stops
12696,AirAsia India,2021-10-03,Hyderabad,Delhi,HYD-DEL,08:11,02:04,3h 30min,non-stop
12697,Vistara,2023-09-27,Lucknow,Bhubaneswar,LUC-BHU,07:38,22:54,5h 30min,non-stop
12698,Akasa Air,2020-03-16,Guwahati,Hyderabad,GUW-COC-HYD,10:24,02:45,6h 45min,1 stop
12699,Akasa Air,2021-01-19,Pune,Hyderabad,PUN-HYD,23:47,20:11,1h 0min,non-stop
12700,AirAsia India,2023-10-05,Nagpur,Varanasi,NAG-CHE-VAR,20:25,04:48,15h 15min,1 stop
12701,SpiceJet,2022-02-17,Lucknow,Guwahati,LUC-MUM-IND-VAR-GUW,19:56,17:15,6h 15min,3 stops
12702,Air India,2024-02-15,Bhubaneswar,Patna,BHU-CHE-PAT,22:43,08:30,1h 15min,1 stop
12703,Alliance Air,2019-03-14,Varanasi,Surat,VAR-GUW-LUC-PAT-SUR,20:21,20:06,9h 15min,3 stops
12704,GoAir,2024-06-20,Indore,Hyderabad,IND-RAI-GOA-HYD,01:47,07:28,13h 0min,2 stops
12705,Akasa Air,2020-11-12,Pune,Kolkata,PUN-GOA-KOL,01:45,19:48,1h 45min,1 stop
12706,Vistara,2022-05-23,Kolkata,Raipur,KOL-RAI,07:28,15:52,4h 15min,non-stop
12707,Alliance Air,2024-02-22,Mumbai,Pune,MUM-HYD-AHM-PUN,01:49,21:27,7h 30min,2 stops
12708,Akasa Air,2020-06-22,Kolkata,Patna,KOL-IND-BHU-PAT,18:52,05:26,9h 15min,2 stops
12709,IndiGo,2022-11-08,Chennai,Hyderabad,CHE-NAG-SUR-HYD,23:08,03:43,11h 45min,2 stops
12710,SpiceJet,2020-10-02,Jaipur,Surat,JAI-SUR,06:33,14:25,3h 15min,non-stop
12711,GoAir,2021-04-10,Raipur,Hyderabad,RAI-CHE-AHM-HYD,07:13,16:01,11h 30min,2 stops
12712,Star Air,2020-07-03,Bhubaneswar,Varanasi,BHU-RAI-LUC-VAR,02:50,10:12,9h 0min,2 stops
12713,Alliance Air,2023-09-22,Bangalore,Bhubaneswar,BAN-RAI-LUC-KOL-BHU,16:24,03:04,8h 0min,3 stops
12714,Star Air,2019-12-23,Cochin,Delhi,COC-VAR-MUM-DEL,10:54,07:55,7h 45min,2 stops
12715,Star Air,2020-08-10,Lucknow,Bangalore,LUC-MUM-BAN,05:46,23:56,8h 15min,1 stop
12716,Vistara,2024-10-03,Pune,Bangalore,PUN-KOL-AHM-BAN,13:00,01:04,14h 0min,2 stops
12717,GoAir,2025-01-10,Hyderabad,Raipur,HYD-RAI,08:45,05:43,2h 0min,non-stop
12718,Alliance Air,2019-10-22,Indore,Hyderabad,IND-GOA-SUR-HYD,01:06,09:28,6h 0min,2 stops
12719,Alliance Air,2022-02-07,Surat,Chennai,SUR-PAT-IND-LUC-CHE,09:15,14:25,2h 30min,3 stops
12720,TruJet,2022-08-04,Ahmedabad,Surat,AHM-SUR,13:17,23:36,4h 45min,non-stop
12721,Air India,2024-01-15,Hyderabad,Cochin,HYD-GOA-BHU-GUW-COC,13:05,08:30,5h 45min,3 stops
12722,GoAir,2021-11-24,Goa,Patna,GOA-KOL-PAT,19:50,11:31,8h 15min,1 stop
12723,Akasa Air,2021-03-21,Goa,Bhubaneswar,GOA-BAN-RAI-CHE-BHU,04:27,04:34,10h 30min,3 stops
12724,Vistara,2019-04-19,Raipur,Jaipur,RAI-JAI,19:58,00:06,6h 0min,non-stop
12725,Vistara,2025-08-21,Cochin,Nagpur,COC-BHU-KOL-NAG,08:19,12:57,11h 0min,2 stops
12726,IndiGo,2023-06-21,Varanasi,Kolkata,VAR-PUN-HYD-SUR-KOL,14:53,04:31,7h 30min,3 stops
12727,Star Air,2025-10-14,Pune,Jaipur,PUN-JAI,16:27,06:38,15h 45min,non-stop
12728,Vistara,2025-05-14,Chennai,Mumbai,CHE-SUR-MUM,04:59,06:17,14h 15min,1 stop
12729,AirAsia India,2023-06-07,Ahmedabad,Jaipur,AHM-LUC-BHU-RAI-JAI,08:28,19:29,7h 45min,3 stops
12730,Alliance Air,2025-01-15,Cochin,Nagpur,COC-VAR-PUN-NAG,00:35,21:46,5h 0min,2 stops
12731,Air India,2024-12-26,Varanasi,Kolkata,VAR-MUM-KOL,12:13,17:26,7h 0min,1 stop
12732,IndiGo,2024-07-02,Mumbai,Chennai,MUM-PUN-GUW-CHE,04:35,05:05,2h 45min,2 stops
12733,Akasa Air,2025-03-06,Mumbai,Varanasi,MUM-BAN-RAI-GUW-VAR,13:45,09:29,9h 30min,3 stops
12734,AirAsia India,2025-11-05,Surat,Cochin,SUR-COC,01:01,09:26,7h 30min,non-stop
12735,TruJet,2019-03-08,Patna,Lucknow,PAT-KOL-GUW-LUC,08:55,20:14,9h 15min,2 stops
12736,Akasa Air,2023-07-05,Pune,Raipur,PUN-RAI,07:09,13:02,13h 30min,non-stop
12737,IndiGo,2023-03-09,Bangalore,Cochin,BAN-AHM-COC,04:48,23:08,13h 45min,1 stop
12738,AirAsia India,2024-10-09,Bangalore,Goa,BAN-PUN-HYD-NAG-GOA,15:06,10:02,14h 30min,3 stops
12739,AirAsia India,2023-08-15,Goa,Pune,GOA-RAI-AHM-PUN,05:16,11:32,9h 0min,2 stops
12740,Alliance Air,2022-09-23,Guwahati,Ahmedabad,GUW-RAI-HYD-BHU-AHM,02:56,17:09,2h 30min,3 stops
12741,IndiGo,2021-01-05,Surat,Guwahati,SUR-GUW,02:02,03:12,1h 15min,non-stop
12742,Alliance Air,2020-08-22,Bhubaneswar,Goa,BHU-GOA,00:36,09:27,6h 45min,non-stop
12743,AirAsia India,2023-02-17,Mumbai,Lucknow,MUM-BHU-LUC,04:47,02:29,2h 45min,1 stop
12744,Vistara,2021-05-22,Chennai,Kolkata,CHE-PUN-IND-LUC-KOL,06:03,07:03,5h 15min,3 stops
12745,GoAir,2025-04-26,Mumbai,Pune,MUM-CHE-DEL-PUN,22:24,09:35,3h 30min,2 stops
12746,Alliance Air,2023-08-26,Surat,Nagpur,SUR-NAG,02:58,03:29,14h 0min,non-stop
12747,GoAir,2023-03-16,Jaipur,Bangalore,JAI-BHU-SUR-CHE-BAN,05:39,22:33,15h 45min,3 stops
12748,Akasa Air,2022-10-21,Patna,Indore,PAT-SUR-GOA-BAN-IND,13:14,00:20,1h 45min,3 stops
12749,TruJet,2022-11-15,Jaipur,Kolkata,JAI-DEL-KOL,22:32,15:29,8h 30min,1 stop
12750,Alliance Air,2025-11-20,Guwahati,Goa,GUW-HYD-MUM-LUC-GOA,15:26,08:29,7h 45min,3 stops
12751,Vistara,2020-03-21,Nagpur,Mumbai,NAG-MUM,15:17,15:41,4h 15min,non-stop
12752,Vistara,2020-09-28,Raipur,Pune,RAI-PUN,12:43,15:27,4h 15min,non-stop
12753,AirAsia India,2022-11-28,Patna,Goa,PAT-NAG-GOA,09:52,20:30,4h 30min,1 stop
12754,Air India,2020-02-20,Chennai,Patna,CHE-COC-JAI-PAT,21:48,03:36,12h 30min,2 stops
12755,TruJet,2024-03-12,Cochin,Raipur,COC-MUM-DEL-JAI-RAI,12:55,20:46,4h 15min,3 stops
12756,Vistara,2025-10-12,Mumbai,Surat,MUM-PUN-RAI-SUR,19:20,03:05,7h 45min,2 stops
12757,Vistara,2023-08-18,Jaipur,Indore,JAI-HYD-IND,15:38,11:59,8h 30min,1 stop
12758,TruJet,2025-06-11,Bangalore,Guwahati,BAN-PUN-HYD-GUW,16:36,06:19,2h 30min,2 stops
12759,SpiceJet,2021-01-26,Mumbai,Indore,MUM-KOL-IND,22:36,12:39,4h 15min,1 stop
12760,Vistara,2024-03-14,Delhi,Chennai,DEL-RAI-JAI-CHE,18:08,07:35,9h 45min,2 stops
12761,IndiGo,2025-08-25,Kolkata,Chennai,KOL-DEL-IND-COC-CHE,03:39,23:58,8h 30min,3 stops
12762,Akasa Air,2021-01-14,Patna,Surat,PAT-BHU-SUR,05:10,07:30,2h 30min,1 stop
12763,Star Air,2025-05-10,Kolkata,Bangalore,KOL-VAR-BHU-BAN,00:14,20:03,5h 30min,2 stops
12764,GoAir,2025-02-08,Bangalore,Chennai,BAN-CHE,15:19,23:46,8h 0min,non-stop
12765,GoAir,2023-01-25,Patna,Cochin,PAT-BAN-LUC-PUN-COC,08:55,01:16,2h 45min,3 stops
12766,Alliance Air,2023-05-20,Varanasi,Guwahati,VAR-GUW,23:28,00:26,15h 30min,non-stop
12767,GoAir,2024-04-11,Kolkata,Chennai,KOL-BAN-DEL-CHE,02:38,15:10,11h 30min,2 stops
12768,Alliance Air,2022-02-21,Lucknow,Cochin,LUC-KOL-COC,19:57,15:18,6h 0min,1 stop
12769,IndiGo,2021-07-08,Hyderabad,Ahmedabad,HYD-NAG-VAR-AHM,19:08,11:36,7h 15min,2 stops
12770,Alliance Air,2021-09-16,Varanasi,Raipur,VAR-HYD-MUM-COC-RAI,00:57,11:56,8h 45min,3 stops
12771,Vistara,2019-03-22,Kolkata,Ahmedabad,KOL-CHE-BAN-NAG-AHM,09:28,21:45,5h 45min,3 stops
12772,Alliance Air,2023-10-20,Indore,Lucknow,IND-LUC,05:33,07:53,4h 15min,non-stop
12773,Air India,2024-02-24,Patna,Jaipur,PAT-VAR-RAI-BAN-JAI,10:26,06:15,1h 15min,3 stops
12774,SpiceJet,2019-12-03,Indore,Guwahati,IND-BHU-GOA-GUW,19:34,22:40,13h 15min,2 stops
12775,AirAsia India,2020-09-13,Kolkata,Patna,KOL-PAT,23:57,17:47,11h 30min,non-stop
12776,Star Air,2020-11-24,Varanasi,Nagpur,VAR-NAG,14:58,17:58,3h 0min,non-stop
12777,TruJet,2020-10-19,Bangalore,Chennai,BAN-CHE,04:30,16:32,12h 45min,non-stop
12778,SpiceJet,2019-11-06,Varanasi,Bangalore,VAR-LUC-BAN,14:37,08:24,6h 15min,1 stop
12779,Vistara,2021-11-14,Mumbai,Hyderabad,MUM-RAI-NAG-AHM-HYD,20:14,14:57,11h 45min,3 stops
12780,SpiceJet,2025-10-24,Ahmedabad,Delhi,AHM-DEL,22:30,21:39,6h 45min,non-stop
12781,IndiGo,2020-03-28,Kolkata,Bhubaneswar,KOL-BHU,07:53,07:25,15h 15min,non-stop
12782,GoAir,2023-01-16,Varanasi,Raipur,VAR-RAI,00:18,14:12,5h 0min,non-stop
12783,Akasa Air,2025-09-26,Kolkata,Hyderabad,KOL-CHE-HYD,14:15,10:24,2h 15min,1 stop
12784,TruJet,2023-05-17,Nagpur,Bangalore,NAG-PAT-BAN,12:28,17:39,8h 15min,1 stop
12785,SpiceJet,2024-03-22,Lucknow,Raipur,LUC-MUM-HYD-RAI,20:22,17:18,6h 30min,2 stops
12786,AirAsia India,2023-10-27,Varanasi,Lucknow,VAR-LUC,03:42,09:04,7h 15min,non-stop
12787,TruJet,2024-12-26,Bangalore,Bhubaneswar,BAN-BHU,19:45,15:00,10h 0min,non-stop
12788,TruJet,2025-05-08,Lucknow,Jaipur,LUC-GUW-PUN-HYD-JAI,10:25,14:52,1h 30min,3 stops
12789,AirAsia India,2025-10-16,Cochin,Bangalore,COC-CHE-BAN,01:30,01:25,4h 45min,1 stop
12790,TruJet,2024-12-15,Indore,Pune,IND-PUN,10:58,10:36,10h 15min,non-stop
12791,Alliance Air,2022-10-02,Surat,Hyderabad,SUR-CHE-PAT-HYD,18:15,03:21,8h 0min,2 stops
12792,TruJet,2021-11-15,Patna,Raipur,PAT-GOA-BHU-COC-RAI,01:41,20:35,9h 45min,3 stops
12793,Alliance Air,2024-12-08,Cochin,Surat,COC-GUW-SUR,19:09,07:26,14h 45min,1 stop
12794,SpiceJet,2021-05-08,Pune,Raipur,PUN-GUW-LUC-BHU-RAI,14:08,06:20,9h 30min,3 stops
12795,SpiceJet,2022-02-08,Indore,Jaipur,IND-JAI,10:16,02:50,6h 30min,non-stop
12796,TruJet,2024-01-02,Nagpur,Jaipur,NAG-SUR-PAT-JAI,05:49,14:24,15h 15min,2 stops
12797,TruJet,2020-02-17,Jaipur,Chennai,JAI-CHE,00:41,18:17,13h 15min,non-stop
12798,SpiceJet,2023-04-23,Surat,Kolkata,SUR-KOL,07:38,21:59,7h 0min,non-stop
12799,Alliance Air,2025-02-25,Hyderabad,Lucknow,HYD-BAN-LUC,11:00,01:09,12h 30min,1 stop
12800,TruJet,2020-04-01,Goa,Surat,GOA-BAN-NAG-SUR,17:59,19:18,15h 45min,2 stops
12801,SpiceJet,2023-11-23,Goa,Hyderabad,GOA-HYD,03:20,15:58,2h 0min,non-stop
12802,Alliance Air,2019-10-20,Varanasi,Bhubaneswar,VAR-NAG-BHU,10:31,00:36,14h 30min,1 stop
12803,Alliance Air,2024-02-04,Ahmedabad,Mumbai,AHM-PAT-MUM,08:07,13:19,14h 45min,1 stop
12804,GoAir,2024-04-23,Hyderabad,Delhi,HYD-MUM-SUR-PUN-DEL,06:40,13:47,6h 30min,3 stops
12805,Air India,2024-08-25,Mumbai,Chennai,MUM-BAN-CHE,04:43,08:36,10h 45min,1 stop
12806,Akasa Air,2022-08-23,Bangalore,Lucknow,BAN-KOL-GUW-LUC,22:42,22:02,3h 15min,2 stops
12807,IndiGo,2022-11-21,Raipur,Indore,RAI-KOL-IND,23:54,22:26,8h 30min,1 stop
12808,Akasa Air,2021-11-08,Nagpur,Bhubaneswar,NAG-GOA-AHM-BHU,03:05,13:30,5h 30min,2 stops
12809,Vistara,2021-08-05,Pune,Bhubaneswar,PUN-GOA-LUC-BHU,09:00,20:01,4h 30min,2 stops
12810,Alliance Air,2024-01-11,Kolkata,Chennai,KOL-COC-JAI-CHE,10:10,22:46,8h 45min,2 stops
12811,IndiGo,2021-04-25,Hyderabad,Pune,HYD-PUN,12:15,03:49,6h 30min,non-stop
12812,Air India,2019-09-25,Hyderabad,Guwahati,HYD-COC-LUC-GUW,06:25,01:58,5h 0min,2 stops
12813,Akasa Air,2022-03-20,Indore,Chennai,IND-SUR-CHE,08:45,07:23,10h 0min,1 stop
12814,Akasa Air,2021-12-01,Chennai,Varanasi,CHE-AHM-GUW-VAR,10:35,07:08,11h 30min,2 stops
12815,Vistara,2019-01-09,Goa,Chennai,GOA-COC-CHE,16:29,22:42,7h 15min,1 stop
12816,AirAsia India,2019-10-01,Kolkata,Ahmedabad,KOL-COC-NAG-RAI-AHM,23:15,03:57,1h 45min,3 stops
12817,GoAir,2021-02-10,Bangalore,Cochin,BAN-COC,16:10,10:39,5h 15min,non-stop
12818,AirAsia India,2019-09-09,Bangalore,Guwahati,BAN-GUW,02:01,19:48,15h 30min,non-stop
12819,Alliance Air,2025-09-14,Patna,Indore,PAT-IND,19:20,21:42,1h 0min,non-stop
12820,SpiceJet,2025-06-20,Indore,Chennai,IND-CHE,09:13,20:11,14h 15min,non-stop
12821,Star Air,2022-05-28,Jaipur,Varanasi,JAI-LUC-AHM-VAR,10:53,17:02,12h 30min,2 stops
12822,SpiceJet,2021-01-06,Pune,Patna,PUN-DEL-NAG-RAI-PAT,08:46,05:56,2h 45min,3 stops
12823,Air India,2023-02-20,Hyderabad,Jaipur,HYD-COC-LUC-JAI,04:18,12:09,14h 30min,2 stops
12824,GoAir,2021-07-28,Nagpur,Ahmedabad,NAG-BAN-MUM-AHM,06:04,17:50,3h 45min,2 stops
12825,Star Air,2019-03-15,Pune,Bhubaneswar,PUN-NAG-DEL-BHU,00:48,12:45,10h 30min,2 stops
12826,Vistara,2023-06-01,Jaipur,Nagpur,JAI-CHE-VAR-NAG,10:20,03:46,7h 15min,2 stops
12827,Vistara,2020-05-05,Chennai,Bhubaneswar,CHE-PAT-BHU,18:30,10:48,12h 45min,1 stop
12828,Alliance Air,2021-05-25,Nagpur,Cochin,NAG-DEL-KOL-COC,10:52,11:58,1h 30min,2 stops
12829,Alliance Air,2023-09-08,Chennai,Jaipur,CHE-NAG-SUR-JAI,18:55,14:24,12h 30min,2 stops
12830,Star Air,2025-10-04,Kolkata,Lucknow,KOL-GOA-JAI-LUC,18:58,21:28,9h 45min,2 stops
12831,TruJet,2021-06-19,Patna,Ahmedabad,PAT-DEL-AHM,20:56,03:31,7h 15min,1 stop
12832,AirAsia India,2019-09-27,Hyderabad,Cochin,HYD-COC,00:14,06:01,13h 30min,non-stop
12833,SpiceJet,2024-08-21,Surat,Cochin,SUR-IND-HYD-COC,11:06,08:26,5h 30min,2 stops
12834,GoAir,2024-08-24,Nagpur,Delhi,NAG-MUM-VAR-DEL,16:49,15:45,10h 45min,2 stops
12835,Vistara,2023-08-02,Varanasi,Chennai,VAR-IND-MUM-COC-CHE,00:11,22:30,6h 15min,3 stops
12836,SpiceJet,2021-03-03,Guwahati,Bhubaneswar,GUW-IND-BHU,01:02,00:39,11h 45min,1 stop
12837,AirAsia India,2020-04-24,Indore,Varanasi,IND-JAI-VAR,17:43,04:18,5h 30min,1 stop
